id,user_id,type,foreign_id,data,created_at,updated_at
00c93fb7-ba44-4226-a2ad-4c9c1d2e711f,681,20,,,2020-03-13 11:23:45,2020-03-13 11:23:45
00cef388-d6a3-469b-90f7-c3d327577528,2147,40,,,2020-06-19 17:46:50,2020-06-19 17:46:50
00cfe2c0-b067-11e9-a00b-6f43a81df7eb,160,10,,,2019-07-27 12:06:45,2019-07-27 12:06:45
00d5dbae-84dd-4327-aead-1b36f91cd9ba,5,80,,"{""query"": ""null""}",2020-04-29 13:10:53,2020-04-29 13:10:53
00d7f094-8d49-431f-bcd1-6a50a4031461,1791,30,,,2020-02-25 18:05:01,2020-02-25 18:05:01
00de4596-4477-452d-8ff8-a95abb857424,5,50,,,2020-03-30 14:42:43,2020-03-30 14:42:43
00de9f5d-894d-4000-a01c-de552e01be72,2191,61,22097,,2020-06-26 09:00:24,2020-06-26 09:00:24
00df9e25-5a87-4330-8cbb-e019bf3bd001,1819,74,316,,2020-03-03 17:33:24,2020-03-03 17:33:24
00e16f34-cb1b-433c-a6be-58db1c9c18f2,2225,80,,"{""query"": ""Qu""}",2020-07-03 18:51:19,2020-07-03 18:51:19
00e3ac3f-0f48-4741-b6a5-8f7fd69fbb6c,2191,60,,,2020-06-26 09:01:03,2020-06-26 09:01:03
00e46b5f-8080-416f-85ef-4ac03e5375d2,2225,21,2258,,2020-06-28 12:04:44,2020-06-28 12:04:44
00e71314-f94e-4ebf-b3c6-0ab5e2f6a7d7,1818,30,,,2020-03-02 11:34:46,2020-03-02 11:34:46
00e7bb3d-c0cd-4d6c-b642-7ae87abb6c95,1937,22,1948,,2020-05-28 18:11:38,2020-05-28 18:11:38
00e89530-a58b-11e9-8a73-05ae1c2c4177,1471,40,,,2019-07-13 16:26:44,2019-07-13 16:26:44
00ea2136-653d-455e-8c95-369262f90bee,2007,50,1712,,2020-06-04 16:21:36,2020-06-04 16:21:36
00ecaaa3-e7c4-4812-ae31-021eae9ba611,1774,10,,,2020-03-04 14:18:27,2020-03-04 14:18:27
00ed2d4c-7d95-4b71-81f0-9fa4c4ecee84,5,80,,"{""query"": ""Sesame seeds""}",2020-05-18 13:49:53,2020-05-18 13:49:53
00ef4a9a-5a67-4856-a807-b6c46ad8cc6d,1667,50,1749,,2020-02-12 07:28:45,2020-02-12 07:28:45
00ef6131-82ea-4228-93ae-36cf12b25b7a,5,80,,"{""query"": ""Flour plain""}",2020-05-04 11:21:20,2020-05-04 11:21:20
00ef7182-ecb9-414a-99e1-8872b74d3909,2107,50,,,2020-06-25 10:13:19,2020-06-25 10:13:19
00f88dd1-b64f-4193-b063-dead7ea47b41,2323,51,30631,,2020-07-08 06:21:39,2020-07-08 06:21:39
00fa785b-126a-437d-a6ee-4c3515b40787,1814,41,46,,2020-02-28 20:52:38,2020-02-28 20:52:38
00fb0247-16ed-4b10-bc54-1832085d99d8,1851,50,,,2020-04-21 05:33:55,2020-04-21 05:33:55
00fe10ae-7d23-4368-bd2a-8944bf04fb38,2418,12,,,2020-07-10 19:02:47,2020-07-10 19:02:47
010228c2-b046-4ef5-8e50-3f76accd1ef6,1624,25,1597,,2020-01-26 19:32:19,2020-01-26 19:32:19
01038106-b9a8-4b82-bfe0-44c3c3f262b3,1,10,,,2020-03-01 21:37:46,2020-03-01 21:37:46
0105adc7-f2ce-4f81-b82b-a13425037c84,2320,80,,"{""query"": ""Relent""}",2020-07-10 09:39:42,2020-07-10 09:39:42
0109d80e-77e4-4a6c-8115-296e164eac0a,5,80,,"{""query"": ""Dairy free butter""}",2020-04-29 13:08:45,2020-04-29 13:08:45
010a32d4-361b-40ea-a7e0-754ac66a697c,552,51,45759,,2020-06-22 13:12:55,2020-06-22 13:12:55
010bf0b8-93d2-4e42-88d8-3e4beba00337,4,61,62648,,2020-01-23 16:32:39,2020-01-23 16:32:39
0111db60-9f0b-4f0f-8ff6-1492a7e70003,1858,51,381,,2020-07-08 15:06:44,2020-07-08 15:06:44
01149826-b636-4105-b22d-fe72d931c0aa,1845,10,,,2020-06-06 11:48:47,2020-06-06 11:48:47
01186365-93f0-47c2-9c9b-7271c1b1ca56,2310,41,42,,2020-07-03 18:10:38,2020-07-03 18:10:38
011b7342-e296-4e77-9d6c-5203151732d1,5,51,53039,,2020-03-24 12:39:45,2020-03-24 12:39:45
011d9711-75c7-4dfd-bf6a-bfc8435ba616,2190,30,,,2020-06-26 12:29:45,2020-06-26 12:29:45
0120d6de-6e92-4554-a897-42d620e67df0,2449,41,105,,2020-07-11 20:24:08,2020-07-11 20:24:08
012287dc-506e-4580-a042-54f29d3a50d8,1792,51,1377,,2020-02-11 17:30:07,2020-02-11 17:30:07
0122d0e0-9e7d-11e9-8158-df7553b89991,1434,40,837,,2019-07-04 16:58:53,2019-07-04 16:58:53
01252331-8f54-45b6-bb8c-ddae484de921,5,80,,"{""query"": ""Seed mi""}",2020-03-23 15:24:20,2020-03-23 15:24:20
01296e6c-9fce-440e-a187-f8fbde530d84,552,10,,,2020-06-20 17:21:29,2020-06-20 17:21:29
0129f439-3fe3-4a61-9b8d-fa09d84e2bdc,2114,41,210,,2020-06-16 00:10:28,2020-06-16 00:10:28
012af620-3d0b-4478-a399-d1ed49df44c7,2227,22,2261,,2020-06-28 13:06:03,2020-06-28 13:06:03
012e383c-eead-4f57-95ff-3af1abadc093,2030,50,1592,,2020-06-07 15:11:37,2020-06-07 15:11:37
01327a54-17e1-4b42-9b79-94894ce3aafb,2076,31,021c171c-88e2-4de4-a57d-3962fcf6e81f,,2020-06-17 16:00:36,2020-06-17 16:00:36
0134980e-36b5-4820-8bfb-381c0e256586,2342,12,,,2020-07-07 15:43:15,2020-07-07 15:43:15
0136887f-0691-43d0-920f-b24289538eec,2082,50,,,2020-06-12 19:22:54,2020-06-12 19:22:54
013882c7-0e17-4a97-a86c-0e71101982e7,1815,40,843,,2020-02-28 22:26:16,2020-02-28 22:26:16
0138bf46-3b75-4896-af60-a7b41f282d70,5,81,,"{""query"": ""Cookie""}",2020-04-29 15:03:52,2020-04-29 15:03:52
013c8020-6821-490c-a8d7-262d8a3746da,1914,51,21270,,2020-05-28 21:47:07,2020-05-28 21:47:07
013e469e-9609-4136-ae57-fe6ae4e5ce67,2078,10,,,2020-06-12 13:22:39,2020-06-12 13:22:39
013f4a9a-d1d3-4bd5-ba22-90b7029dd156,2320,80,,"{""query"": ""Sainsbury's waffles""}",2020-07-08 16:05:32,2020-07-08 16:05:32
0143a030-9d88-11e9-89d5-cb5fac780ea2,5,10,,,2019-07-03 11:45:07,2019-07-03 11:45:07
0149bc6e-8c93-4771-873e-8b6c9df8118d,1266,51,71379,,2020-05-12 17:21:57,2020-05-12 17:21:57
014e84b7-3940-415c-a7b8-2189ae9e5713,2358,40,837,,2020-07-07 21:57:19,2020-07-07 21:57:19
01529f20-3cce-4c40-800c-9c72d20e21f5,1914,50,1869,,2020-05-30 19:11:20,2020-05-30 19:11:20
01543737-00a4-4068-be44-7725627fba0f,2364,50,1643,,2020-07-08 12:20:03,2020-07-08 12:20:03
01543bb4-705d-4348-adc4-1f1a39d324e7,2030,80,,"{""query"": ""Vol""}",2020-06-07 15:09:32,2020-06-07 15:09:32
0157b7e0-a583-11e9-b476-318162617edc,1457,10,,,2019-07-13 15:29:29,2019-07-13 15:29:29
0157e7f4-7f5f-43c6-a37f-f346f37ae8f6,1944,10,,,2020-06-05 12:56:58,2020-06-05 12:56:58
0157fa80-9ea8-11e9-a349-ffb72cf3bb1a,709,12,,,2019-07-04 22:06:42,2019-07-04 22:06:42
01591f2b-e626-455d-af71-efec67a5e739,5,50,,,2020-03-30 14:58:18,2020-03-30 14:58:18
0160bbc8-aa20-4c07-9dd1-6f9f24f767ad,2233,10,,,2020-06-28 19:44:53,2020-06-28 19:44:53
0160c85d-e03c-4254-aa84-df2018c483a7,2021,80,,"{""query"": ""Tesco""}",2020-06-06 16:07:58,2020-06-06 16:07:58
01612174-9963-42f2-9443-544289d85f35,2423,80,,"{""query"": ""Plant chef meat free""}",2020-07-10 15:19:09,2020-07-10 15:19:09
016737be-b454-4872-b28d-eccf658b53ac,2273,10,,,2020-07-03 20:26:34,2020-07-03 20:26:34
016741ca-e659-4900-ac9f-7ad41773d063,2072,80,,"{""query"": ""Walkers""}",2020-06-12 14:56:29,2020-06-12 14:56:29
01685773-8462-43bb-9ebb-768c1e9cb4dc,1838,41,233,,2020-03-29 11:12:18,2020-03-29 11:12:18
0168f30f-4caa-4dda-925c-64983e8f369b,1928,40,,,2020-05-29 14:56:22,2020-05-29 14:56:22
016d3663-aa3b-4b74-a6f8-aed7e61467ae,1978,10,,,2020-06-05 18:00:49,2020-06-05 18:00:49
016d81aa-1c4f-4faa-b5fd-fce518b2d8c5,5,40,,,2020-06-08 13:16:17,2020-06-08 13:16:17
01735c0c-2264-46c4-b153-8cb2409379cd,2165,30,,,2020-06-22 09:57:39,2020-06-22 09:57:39
01739679-0e43-461d-8861-770da6665453,2222,12,,,2020-06-28 11:52:18,2020-06-28 11:52:18
0176eaa0-a182-11e9-b695-5b3c0ef4a2da,1439,40,837,,2019-07-08 13:12:15,2019-07-08 13:12:15
0177a5dc-b12a-499b-919a-eb63023ba030,5,80,,"{""query"": ""Cu""}",2020-03-30 11:03:20,2020-03-30 11:03:20
0179c650-a8bb-11e9-8ad2-db9d80383ede,456,30,,,2019-07-17 17:47:54,2019-07-17 17:47:54
017ebd7f-296d-4d80-83bd-5792c55fb7a6,1,11,,,2020-06-08 09:03:29,2020-06-08 09:03:29
018125ea-5d5c-4118-8cb0-e2533023f4ae,5,40,,,2020-05-25 09:39:50,2020-05-25 09:39:50
018206e0-8d58-4654-b23e-d5357c94956d,2038,50,1591,,2020-06-08 17:56:18,2020-06-08 17:56:18
01827240-a558-11e9-9fb3-1567e0f47f80,1457,40,,,2019-07-13 10:21:41,2019-07-13 10:21:41
01834383-bf78-415a-a314-04e1100a7689,4,10,,,2020-02-17 16:32:08,2020-02-17 16:32:08
0183d6d5-c849-442b-a922-4ea60b4e73f8,2379,41,397,,2020-07-08 22:19:17,2020-07-08 22:19:17
0188e5a9-384d-4185-a883-9e3564125f46,1849,10,,,2020-04-18 20:45:50,2020-04-18 20:45:50
0189c060-29fb-4480-bc45-3c680b0f4d1b,4,32,d06fee71-4bfe-11e9-a403-c6595bde79a4,,2020-01-23 12:34:26,2020-01-23 12:34:26
018fe912-8ac9-4c3b-9bd5-98776fc90557,2341,10,,,2020-07-06 16:13:50,2020-07-06 16:13:50
018fef1b-2535-4c0d-acb7-56bfbe70c50b,1878,61,9719,,2020-05-15 22:56:01,2020-05-15 22:56:01
0190c734-2928-4622-b054-192efa9e9845,2139,30,,,2020-07-05 21:28:20,2020-07-05 21:28:20
0190fa0c-f960-4a3a-ae77-b3da79861e95,1858,40,,,2020-07-08 15:05:45,2020-07-08 15:05:45
0192b90f-02f5-47f2-b006-0cea9cdf2cbd,2437,50,1639,,2020-07-11 06:46:40,2020-07-11 06:46:40
01942705-c015-4c9d-b697-80b5c9a13579,2427,12,,,2020-07-10 16:48:08,2020-07-10 16:48:08
019475ee-cd4f-4724-a14e-dfefda3b660e,2188,12,,,2020-06-26 15:10:11,2020-06-26 15:10:11
01973465-8fbc-4442-80aa-e2d2ec4c1eb8,2182,40,,,2020-06-25 15:00:08,2020-06-25 15:00:08
019753c4-224b-4304-ad97-074aa1ad49d8,2318,12,,,2020-07-05 16:41:29,2020-07-05 16:41:29
0198763c-272d-46e1-9e4a-077c7b7935b5,1,10,,,2020-02-04 16:33:53,2020-02-04 16:33:53
019eee2d-c61a-4c5c-b942-02709369ba9d,2306,40,843,,2020-07-04 10:43:03,2020-07-04 10:43:03
019f5206-9830-48c0-9a83-588d2af6728f,1904,10,,,2020-05-28 13:29:48,2020-05-28 13:29:48
01a7f770-a4b5-11e9-8327-25bd48637dc6,1448,51,104258,,2019-07-12 14:54:53,2019-07-12 14:54:53
01a81a8b-4c8e-4e65-ba9c-e4111ca4a906,5,41,400,,2020-05-07 12:00:14,2020-05-07 12:00:14
01a85380-de15-429a-865e-e621945bfad8,2246,12,,,2020-06-29 17:32:03,2020-06-29 17:32:03
01ab9ca0-a21f-11e9-8400-f9f842c751c8,1440,40,,,2019-07-09 07:56:06,2019-07-09 07:56:06
01ad80a5-bdae-406a-af22-07d4cced5daf,1996,74,132,,2020-06-22 18:57:24,2020-06-22 18:57:24
01adff73-e005-4428-8a81-f59ca46878d8,2155,81,,"{""query"": ""null""}",2020-06-21 11:02:31,2020-06-21 11:02:31
01af04c7-1032-4075-bcc0-44197e14ba17,1823,41,151,,2020-03-07 19:41:21,2020-03-07 19:41:21
01b9c1b5-d7e4-44eb-beb7-df0efdb70db7,2222,51,45171,,2020-07-02 11:05:38,2020-07-02 11:05:38
01baa750-69f8-4142-a112-3ed06f43fffd,1878,63,20732,,2020-05-15 22:59:48,2020-05-15 22:59:48
01bc283c-393d-4179-806d-36f009814d6c,2384,80,,"{""query"": ""Low fat""}",2020-07-09 07:18:58,2020-07-09 07:18:58
01bd2556-36ac-4704-b3d9-0f01544ef7f6,1997,10,,,2020-06-10 14:44:41,2020-06-10 14:44:41
01bda869-2a14-4bc5-8cae-7c38d95d0d8b,2244,22,2278,,2020-06-29 16:51:24,2020-06-29 16:51:24
01bf95f0-e042-451e-be89-3e6acfd62cb9,2139,51,69702,,2020-06-29 19:25:59,2020-06-29 19:25:59
01bfe294-1083-4f66-a214-583b3475eda4,1904,10,,,2020-05-28 13:30:14,2020-05-28 13:30:14
01c43781-e503-444c-a4d5-4bce4b91784a,2360,50,,,2020-07-08 05:22:06,2020-07-08 05:22:06
01c8f03e-000f-4e39-8906-88ef34cedcb7,2296,12,,,2020-07-04 14:41:08,2020-07-04 14:41:08
01cbdde2-02d4-43a7-a6b7-41611e8e7782,1878,74,1,,2020-05-15 22:45:09,2020-05-15 22:45:09
01d00246-b5bb-4440-86b6-834a0adf016f,2114,40,835,,2020-06-16 00:04:21,2020-06-16 00:04:21
01d0a74c-a378-4157-96a3-f7f17970b87e,1856,10,,,2020-06-05 17:27:32,2020-06-05 17:27:32
01d20928-cd45-4594-87a3-f9a6052279f0,5,50,,,2020-03-30 12:58:14,2020-03-30 12:58:14
01d89e8d-1287-4215-ac5b-79d8ea43db13,2423,12,,,2020-07-10 14:36:36,2020-07-10 14:36:36
01d8e5fa-94f2-4512-aa7e-e99fab72a9f1,1266,50,,,2020-04-27 17:16:32,2020-04-27 17:16:32
01dcaaf5-0d61-4b24-bd13-3de8af020735,1820,80,,"{""query"": ""Tagli""}",2020-03-04 17:21:13,2020-03-04 17:21:13
01df6714-5878-4798-b184-506070d064c2,1667,22,1644,,2020-02-12 07:28:12,2020-02-12 07:28:12
01e20d62-89b4-45a4-8566-9bfb420ef784,826,40,,,2020-07-06 09:53:26,2020-07-06 09:53:26
01e253be-77b8-4673-b650-47122965b5ed,1792,12,,,2020-02-12 07:17:26,2020-02-12 07:17:26
01ec558b-e7bd-4459-bdd1-c9734b2ad041,5,80,,"{""query"": ""Fresh mint""}",2020-03-30 11:07:22,2020-03-30 11:07:22
01eee262-aa98-4f6b-9b04-5762b01050e4,1,32,d06fee71-4bfe-11e9-a403-c6595bde79a4,,2020-05-18 13:09:27,2020-05-18 13:09:27
01f061b0-9cd0-11e9-a492-31b38476d499,4,12,,,2019-07-02 13:48:01,2019-07-02 13:48:01
01f2915a-0c3f-4263-99af-8a07678355bd,2320,50,,,2020-07-11 09:38:25,2020-07-11 09:38:25
01f49cae-3c6d-4666-94b5-3e5029a59fbf,1662,40,,,2020-01-30 22:37:48,2020-01-30 22:37:48
01f794e3-3e9b-41ab-b2b9-eee622a5f154,5,80,,"{""query"": ""Runny honey""}",2020-03-23 13:26:20,2020-03-23 13:26:20
01f84ffa-6a06-4f67-a588-7cc37fff166c,1791,32,9cf11c32-1775-11ea-afc7-060cccb8bc76,,2020-02-11 16:36:58,2020-02-11 16:36:58
01f95018-4a61-465a-9fed-2d470f2a7f5d,1835,10,,,2020-03-24 19:52:18,2020-03-24 19:52:18
01fc1a23-1d73-4d78-a50a-5faef8833a26,1897,50,1712,,2020-05-28 12:52:15,2020-05-28 12:52:15
